id;baslangic_durak_no;bitis_durak_no;cikis_zaman;varis_zaman;arac_no;ana_hat_no;alt_hat_no
2073; ;T10d;2021-06-06 07:08:00;2021-06-06 07:13:00;44;10;0
2074;2446d;2447a;2021-06-06 07:13:00;2021-06-06 07:13:00;485;51;0
2075;842a;843a;2021-06-06 07:13:00;2021-06-06 07:13:00;517;31;0
2076;T20a;T21a;2021-06-06 07:12:00;2021-06-06 07:13:00;105;10;0
2077;T16a;T17a;2021-06-06 07:12:00;2021-06-06 07:13:00;149;10;0
2078; ;2339d;2021-06-06 07:08:00;2021-06-06 07:13:00;487;57;0
2079;592a;2132d;2021-06-06 07:12:00;2021-06-06 07:13:00;242;29;0
2080;138a;139a;2021-06-06 07:13:00;2021-06-06 07:13:00;408;7;1
2081;1759a;1758a;2021-06-06 07:13:00;2021-06-06 07:13:00;566;66;0
2082;2168a;788a;2021-06-06 07:13:00;2021-06-06 07:13:00;397;28;0
2083; ;T17d;2021-06-06 07:08:00;2021-06-06 07:13:00;54;10;0
2084;1469a;1470a;2021-06-06 07:13:00;2021-06-06 07:13:00;544;58;0
2085;1977a;1978a;2021-06-06 07:13:00;2021-06-06 07:13:00;206;92;0
2086;95d;96d;2021-06-06 07:13:00;2021-06-06 07:13:00;874;8;0
2087;1651a;1650d;2021-06-06 07:13:00;2021-06-06 07:13:00;335;45;0
2088;1242a;1015d;2021-06-06 07:12:00;2021-06-06 07:13:00;591;73;0
2089;1274a;1275a;2021-06-06 07:12:00;2021-06-06 07:13:00;821;43;0
2090;400a;399a;2021-06-06 07:13:00;2021-06-06 07:13:00;468;21;0
2091;95d;2103a;2021-06-06 07:12:00;2021-06-06 07:14:00;630;12;1
2092;366a;556a;2021-06-06 07:12:00;2021-06-06 07:14:00;651;14;0
2093;2157a;1135a;2021-06-06 07:13:00;2021-06-06 07:14:00;546;20;0
2094;843a;844a;2021-06-06 07:13:00;2021-06-06 07:14:00;517;31;0
2095;1683a;1682a;2021-06-06 07:13:00;2021-06-06 07:14:00;390;65;0
2096;T10a;T11a;2021-06-06 07:13:00;2021-06-06 07:14:00;173;10;0
2097;670a;671a;2021-06-06 07:13:00;2021-06-06 07:14:00;317;26;0
2098;181a;182a;2021-06-06 07:13:00;2021-06-06 07:14:00;352;11;2
2099;2416a;3d;2021-06-06 07:13:00;2021-06-06 07:14:00;849;42;0
2100; ;2274d;2021-05-06 21:30:00;2021-06-06 07:14:00;482;51;0
2101;211a;210a;2021-06-06 07:13:00;2021-06-06 07:14:00;435;9;0
2102;2103a;337d;2021-06-06 07:14:00;2021-06-06 07:14:00;630;12;1
2103;1683a;1682a;2021-06-06 07:13:00;2021-06-06 07:14:00;419;64;1
2104; ;T22a;2021-06-06 07:08:00;2021-06-06 07:14:00;60;10;0
2105;1149a;1884a;2021-06-06 07:13:00;2021-06-06 07:14:00;400;37;0
2106;776a;772a;2021-06-06 07:12:00;2021-06-06 07:14:00;504;27;0
2107;T7a;T8a;2021-06-06 07:12:00;2021-06-06 07:14:00;122;10;0
2108;1424d;1429d;2021-06-06 07:13:00;2021-06-06 07:14:00;283;56;0
2109;2132d;753d;2021-06-06 07:13:00;2021-06-06 07:14:00;242;29;0
2110;551a;550a;2021-06-06 07:13:00;2021-06-06 07:14:00;631;23;0
2111;139a;139d;2021-06-06 07:13:00;2021-06-06 07:14:00;408;7;1
2112; ;1023a;2021-06-06 00:57:00;2021-06-06 07:14:00;699;30;0
2113;612a;611d;2021-06-06 07:13:00;2021-06-06 07:14:00;467;124;0
2114;1470a;1395a;2021-06-06 07:13:00;2021-06-06 07:14:00;544;58;0
2115;T7a;T8a;2021-06-06 07:13:00;2021-06-06 07:14:00;121;10;0
2116;1650d;1649d;2021-06-06 07:13:00;2021-06-06 07:14:00;335;45;0
2117;1275a;1276a;2021-06-06 07:13:00;2021-06-06 07:14:00;821;43;0
2118;2339d;2339a;2021-06-06 07:13:00;2021-06-06 07:14:00;487;57;0
2119;1649d;1648a;2021-06-06 07:13:00;2021-06-06 07:14:00;622;67;0
2120;556a;581a;2021-06-06 07:14:00;2021-06-06 07:14:00;651;14;0
2121; ;273d;2021-05-06 22:07:00;2021-06-06 07:14:00;456;84;2
2122;16a;23d;2021-06-06 07:13:00;2021-06-06 07:14:00;241;32;0
2123;1015d;1014d;2021-06-06 07:13:00;2021-06-06 07:14:00;591;73;0
2124;995d;996d;2021-06-06 07:13:00;2021-06-06 07:14:00;923;36;1
2125;2447a;2457d;2021-06-06 07:13:00;2021-06-06 07:14:00;485;51;0
2126;1472a;2260a;2021-06-06 07:13:00;2021-06-06 07:14:00;298;52;0
2127; ;T28a;2021-06-06 07:09:00;2021-06-06 07:14:00;75;10;0
2128;772a;771a;2021-06-06 07:14:00;2021-06-06 07:14:00;504;27;0
2129;202a;183a;2021-06-06 07:13:00;2021-06-06 07:14:00;550;19;0
2130;2416a;2424a;2021-06-06 07:13:00;2021-06-06 07:14:00;519;13;1
2131;581a;572a;2021-06-06 07:14:00;2021-06-06 07:14:00;651;14;0
2132; ;T39a;2021-06-06 07:12:00;2021-06-06 07:14:00;164;10;2
2133;399a;422a;2021-06-06 07:13:00;2021-06-06 07:14:00;468;21;0
2134;1978a;2183a;2021-06-06 07:13:00;2021-06-06 07:14:00;206;92;0
2135; ;1023a;2021-05-06 23:46:00;2021-06-06 07:14:00;919;38;0
2136;1135a;353a;2021-06-06 07:14:00;2021-06-06 07:14:00;546;20;0
2137;182a;204a;2021-06-06 07:14:00;2021-06-06 07:14:00;352;11;2
2138;337d;338d;2021-06-06 07:14:00;2021-06-06 07:14:00;630;12;1
2139;271a;272a;2021-06-06 07:13:00;2021-06-06 07:14:00;367;84;1
2140; ;T7a;2021-06-06 07:09:00;2021-06-06 07:14:00;87;10;0
2141;611d;610a;2021-06-06 07:14:00;2021-06-06 07:14:00;467;124;0
2142;2339a;2338a;2021-06-06 07:14:00;2021-06-06 07:14:00;487;57;0
2143;96d;118d;2021-06-06 07:13:00;2021-06-06 07:14:00;874;8;0
2144;210a;209a;2021-06-06 07:14:00;2021-06-06 07:14:00;435;9;0
2145;2407a;2416a;2021-06-06 07:12:00;2021-06-06 07:14:00;420;39;1
2146;T4a;T5a;2021-06-06 07:13:00;2021-06-06 07:14:00;144;10;0
2147;2243a;2244a;2021-06-06 07:13:00;2021-06-06 07:14:00;695;53;0
2148;1276a;1277a;2021-06-06 07:14:00;2021-06-06 07:14:00;821;43;0
2149;1395a;1627d;2021-06-06 07:14:00;2021-06-06 07:14:00;544;58;0
2150;1758a;1757a;2021-06-06 07:13:00;2021-06-06 07:14:00;566;66;0
2151; ;1690a;2021-05-06 08:00:00;2021-06-06 07:14:00;648;69;0
2152; ;1022d;2021-05-06 20:14:00;2021-06-06 07:14:00;217;44;2
2153;550a;549a;2021-06-06 07:14:00;2021-06-06 07:14:00;631;23;0
2154;T4a;T5a;2021-06-06 07:13:00;2021-06-06 07:14:00;143;10;0
2155; ;T12d;2021-06-06 07:09:00;2021-06-06 07:14:00;81;10;0
2156;2183a;626a;2021-06-06 07:14:00;2021-06-06 07:14:00;206;92;0
2157;753d;835a;2021-06-06 07:14:00;2021-06-06 07:14:00;242;29;0
2158;572a;2145a;2021-06-06 07:14:00;2021-06-06 07:14:00;651;14;0
2159;788a;789a;2021-06-06 07:13:00;2021-06-06 07:14:00;397;28;0
2160;1277a;1278a;2021-06-06 07:14:00;2021-06-06 07:14:00;821;43;0
2161;996d;997d;2021-06-06 07:14:00;2021-06-06 07:14:00;923;36;1
2162;2457d;2458d;2021-06-06 07:14:00;2021-06-06 07:14:00;485;51;0
2163;T15d;T13d;2021-06-06 07:11:00;2021-06-06 07:14:00;108;10;0
2164;1014d;1130a;2021-06-06 07:14:00;2021-06-06 07:14:00;591;73;0
2165;1682a;1681a;2021-06-06 07:14:00;2021-06-06 07:14:00;390;65;0
2166;183a;184a;2021-06-06 07:14:00;2021-06-06 07:14:00;550;19;0
2167;T6d;T5d;2021-06-06 07:12:00;2021-06-06 07:14:00;147;10;0
2168;2338a;2365d;2021-06-06 07:14:00;2021-06-06 07:14:00;487;57;0
2169;118d;119d;2021-06-06 07:14:00;2021-06-06 07:14:00;874;8;0
2170;338d;339d;2021-06-06 07:14:00;2021-06-06 07:15:00;630;12;1
2171;610a;609a;2021-06-06 07:14:00;2021-06-06 07:15:00;467;124;0
2172;2286a;2263a;2021-06-06 07:13:00;2021-06-06 07:15:00;520;60;0
2173;422a;421a;2021-06-06 07:14:00;2021-06-06 07:15:00;468;21;0
2174;T22d;T21d;2021-06-06 07:13:00;2021-06-06 07:15:00;156;10;0
2175;1682a;1681a;2021-06-06 07:14:00;2021-06-06 07:15:00;419;64;1
2176;997d;998d;2021-06-06 07:14:00;2021-06-06 07:15:00;923;36;1
2177; ;608a;2021-06-06 07:09:00;2021-06-06 07:15:00;475;79;0
2178;771a;761d;2021-06-06 07:14:00;2021-06-06 07:15:00;504;27;0
2179;T31d;T29d;2021-06-06 07:12:00;2021-06-06 07:15:00;115;10;0
2180;1884a;1150a;2021-06-06 07:14:00;2021-06-06 07:15:00;400;37;0
2181;1627d;1626d;2021-06-06 07:14:00;2021-06-06 07:15:00;544;58;0
2182;T26a;T27a;2021-06-06 07:12:00;2021-06-06 07:15:00;145;10;0
2183;T26a;T27a;2021-06-06 07:12:00;2021-06-06 07:15:00;146;10;0
2184;T31d;T29d;2021-06-06 07:12:00;2021-06-06 07:15:00;116;10;0
2185;204a;187a;2021-06-06 07:14:00;2021-06-06 07:15:00;352;11;2
2186;23d;995d;2021-06-06 07:14:00;2021-06-06 07:15:00;241;32;0
2187;835a;836a;2021-06-06 07:14:00;2021-06-06 07:15:00;242;29;0
2188;1649d;1648a;2021-06-06 07:14:00;2021-06-06 07:15:00;335;45;0
2189;2145a;1254a;2021-06-06 07:14:00;2021-06-06 07:15:00;651;14;0
2190;761d;762d;2021-06-06 07:15:00;2021-06-06 07:15:00;504;27;0
2191;1429d;1430d;2021-06-06 07:14:00;2021-06-06 07:15:00;283;56;0
2192;1681d;1686d;2021-06-06 07:12:00;2021-06-06 07:15:00;235;99;0
2193;T17a;T18a;2021-06-06 07:13:00;2021-06-06 07:15:00;150;10;0
2194;609a;608a;2021-06-06 07:15:00;2021-06-06 07:15:00;467;124;0
2195;626a;627a;2021-06-06 07:14:00;2021-06-06 07:15:00;206;92;0
2196;1022d;1021d;2021-06-06 07:14:00;2021-06-06 07:15:00;217;44;2
2197;1150a;1151a;2021-06-06 07:15:00;2021-06-06 07:15:00;400;37;0
2198;184a;343a;2021-06-06 07:14:00;2021-06-06 07:15:00;550;19;0
2199;T8a;T9a;2021-06-06 07:14:00;2021-06-06 07:15:00;122;10;0
2200; ;T1a;2021-06-06 07:09:00;2021-06-06 07:15:00;148;10;0
2201;1690a;1689a;2021-06-06 07:14:00;2021-06-06 07:15:00;648;69;0
2202;2244a;1418a;2021-06-06 07:14:00;2021-06-06 07:15:00;695;53;0
2203;T21a;T22a;2021-06-06 07:13:00;2021-06-06 07:15:00;105;10;0
2204;T8a;T9a;2021-06-06 07:14:00;2021-06-06 07:15:00;121;10;0
2205;549a;548a;2021-06-06 07:14:00;2021-06-06 07:15:00;631;23;0
2206;2260a;1492a;2021-06-06 07:14:00;2021-06-06 07:15:00;298;52;0
2207;627a;1380a;2021-06-06 07:15:00;2021-06-06 07:15:00;206;92;0
2208;844a;845a;2021-06-06 07:14:00;2021-06-06 07:15:00;517;31;0
2209;1681a;1680a;2021-06-06 07:14:00;2021-06-06 07:15:00;390;65;0
2210;59a;58a;2021-06-06 07:13:00;2021-06-06 07:15:00;402;2;0
2211;836a;837a;2021-06-06 07:15:00;2021-06-06 07:15:00;242;29;0
2212;2416a;3d;2021-06-06 07:14:00;2021-06-06 07:15:00;420;39;1
2213;1835a;1834a;2021-06-06 07:13:00;2021-06-06 07:15:00;596;3;0
2214; ;T13a;2021-06-06 07:10:00;2021-06-06 07:15:00;78;10;0
2215;2458d;2277d;2021-06-06 07:14:00;2021-06-06 07:15:00;485;51;0
2216;2263a;2264a;2021-06-06 07:15:00;2021-06-06 07:15:00;520;60;0
2217;2424a;24d;2021-06-06 07:14:00;2021-06-06 07:15:00;519;13;1
2218;1681a;1680a;2021-06-06 07:15:00;2021-06-06 07:15:00;419;64;1
2219;T22d;T21d;2021-06-06 07:13:00;2021-06-06 07:15:00;155;10;0
2220;671a;675d;2021-06-06 07:14:00;2021-06-06 07:15:00;317;26;0
2221;1380a;628a;2021-06-06 07:15:00;2021-06-06 07:15:00;206;92;0
2222;2365d;2364d;2021-06-06 07:14:00;2021-06-06 07:15:00;487;57;0
2223;1021d;1020d;2021-06-06 07:15:00;2021-06-06 07:15:00;217;44;2
2224;1648a;1635a;2021-06-06 07:14:00;2021-06-06 07:15:00;622;67;0
2225;1254a;1255a;2021-06-06 07:15:00;2021-06-06 07:15:00;651;14;0
2226;T13a;T13d;2021-06-06 07:15:00;2021-06-06 07:15:00;78;10;0
2227;T13a;T15a;2021-06-06 07:12:00;2021-06-06 07:15:00;125;10;0
2228;2197a;2112a;2021-06-06 07:13:00;2021-06-06 07:15:00;633;15;0
2229;T13d;T12d;2021-06-06 07:12:00;2021-06-06 07:15:00;107;10;0
2230;1419a;1591d;2021-06-06 07:13:00;2021-06-06 07:15:00;379;59;0
2231;353a;378d;2021-06-06 07:14:00;2021-06-06 07:15:00;546;20;0
2232;608a;607a;2021-06-06 07:15:00;2021-06-06 07:15:00;475;79;0
2233;548a;547a;2021-06-06 07:15:00;2021-06-06 07:15:00;631;23;0
2234;1686d;1687d;2021-06-06 07:15:00;2021-06-06 07:15:00;235;99;0
2235;789a;790a;2021-06-06 07:14:00;2021-06-06 07:15:00;397;28;0
2236;995d;996d;2021-06-06 07:15:00;2021-06-06 07:15:00;241;32;0
2237;T13d;T12d;2021-06-06 07:14:00;2021-06-06 07:15:00;108;10;0
2238;1648a;1647a;2021-06-06 07:15:00;2021-06-06 07:15:00;335;45;0
2239; ;T5d;2021-06-06 07:10:00;2021-06-06 07:15:00;50;10;0
2240;608a;607a;2021-06-06 07:15:00;2021-06-06 07:15:00;467;124;0
2241;1492a;2261a;2021-06-06 07:15:00;2021-06-06 07:15:00;298;52;0
2242;845a;846a;2021-06-06 07:15:00;2021-06-06 07:15:00;517;31;0
2243;187a;188a;2021-06-06 07:15:00;2021-06-06 07:15:00;352;11;2
2244; ;T29d;2021-06-06 07:10:00;2021-06-06 07:15:00;94;10;0
2245;1278a;1279a;2021-06-06 07:14:00;2021-06-06 07:15:00;821;43;0
2246;1591d;1590d;2021-06-06 07:15:00;2021-06-06 07:16:00;379;59;0
2247;T11a;T12a;2021-06-06 07:14:00;2021-06-06 07:16:00;173;10;0
2248;1130a;2408a;2021-06-06 07:14:00;2021-06-06 07:16:00;591;73;0
2249;1834a;1833a;2021-06-06 07:15:00;2021-06-06 07:16:00;596;3;0
2250;1626d;1625d;2021-06-06 07:15:00;2021-06-06 07:16:00;544;58;0
2251;628a;629a;2021-06-06 07:15:00;2021-06-06 07:16:00;206;92;0
2252;209a;207d;2021-06-06 07:14:00;2021-06-06 07:16:00;435;9;0
2253;3d;1156a;2021-06-06 07:15:00;2021-06-06 07:16:00;420;39;1
2254;1689a;1751a;2021-06-06 07:15:00;2021-06-06 07:16:00;648;69;0
2255;1647a;1646d;2021-06-06 07:15:00;2021-06-06 07:16:00;335;45;0
2256;3d;2112d;2021-06-06 07:14:00;2021-06-06 07:16:00;849;42;0
2257;2364d;2363d;2021-06-06 07:15:00;2021-06-06 07:16:00;487;57;0
2258; ;T36d;2021-06-06 07:12:00;2021-06-06 07:16:00;165;10;2
2259;1757a;1756a;2021-06-06 07:14:00;2021-06-06 07:16:00;566;66;0
2260;339d;206a;2021-06-06 07:15:00;2021-06-06 07:16:00;630;12;1
2261;1418a;1417a;2021-06-06 07:15:00;2021-06-06 07:16:00;695;53;0
2262;2261a;2262a;2021-06-06 07:15:00;2021-06-06 07:16:00;298;52;0
2263;T13a;T15a;2021-06-06 07:13:00;2021-06-06 07:16:00;126;10;0
2264; ;1457a;2021-06-06 07:11:00;2021-06-06 07:16:00;541;47;0
2265;2277d;1515a;2021-06-06 07:15:00;2021-06-06 07:16:00;485;51;0
2266; ;39a;2021-06-06 07:10:00;2021-06-06 07:16:00;389;4;0
2267;T29d;T28d;2021-06-06 07:15:00;2021-06-06 07:16:00;115;10;0
2268;837a;2136a;2021-06-06 07:15:00;2021-06-06 07:16:00;242;29;0
2269;T17a;T18a;2021-06-06 07:13:00;2021-06-06 07:16:00;149;10;0
2270;2264a;2265a;2021-06-06 07:15:00;2021-06-06 07:16:00;520;60;0
2271;996d;997d;2021-06-06 07:15:00;2021-06-06 07:16:00;241;32;0
2272;T29d;T28d;2021-06-06 07:15:00;2021-06-06 07:16:00;116;10;0
2273;2112a;3a;2021-06-06 07:15:00;2021-06-06 07:16:00;633;15;0
2274;272a;269a;2021-06-06 07:14:00;2021-06-06 07:16:00;367;84;1
2275;T5d;T4d;2021-06-06 07:14:00;2021-06-06 07:16:00;147;10;0
2276;629a;630a;2021-06-06 07:16:00;2021-06-06 07:16:00;206;92;0
2277;1020d;1019d;2021-06-06 07:15:00;2021-06-06 07:16:00;217;44;2
2278;547a;546a;2021-06-06 07:15:00;2021-06-06 07:16:00;631;23;0
2279;58a;57a;2021-06-06 07:15:00;2021-06-06 07:16:00;402;2;0
2280;1023a;1009d;2021-06-06 07:14:00;2021-06-06 07:16:00;699;30;0
2281;1023a;1009d;2021-06-06 07:14:00;2021-06-06 07:16:00;919;38;0
2282;1430d;1431d;2021-06-06 07:15:00;2021-06-06 07:16:00;283;56;0
2283; ;2293a;2021-05-06 22:17:00;2021-06-06 07:16:00;492;86;0
2284;24d;25d;2021-06-06 07:15:00;2021-06-06 07:16:00;519;13;1
2285;2112d;1273d;2021-06-06 07:16:00;2021-06-06 07:16:00;849;42;0
2286;188a;189a;2021-06-06 07:15:00;2021-06-06 07:16:00;352;11;2
2287;1680a;1679a;2021-06-06 07:15:00;2021-06-06 07:16:00;390;65;0
2288; ;T16a;2021-06-06 07:11:00;2021-06-06 07:16:00;53;10;0
2289;607a;606a;2021-06-06 07:15:00;2021-06-06 07:16:00;467;124;0
2290;762d;764d;2021-06-06 07:15:00;2021-06-06 07:16:00;504;27;0
2291;1751a;1750a;2021-06-06 07:16:00;2021-06-06 07:16:00;648;69;0
2292;1680a;1679a;2021-06-06 07:15:00;2021-06-06 07:16:00;419;64;1
2293;1646d;1645a;2021-06-06 07:16:00;2021-06-06 07:16:00;335;45;0
2294;630a;631a;2021-06-06 07:16:00;2021-06-06 07:16:00;206;92;0
2295;997d;998d;2021-06-06 07:16:00;2021-06-06 07:16:00;241;32;0
2296;T21d;T20d;2021-06-06 07:15:00;2021-06-06 07:16:00;156;10;0
2297;790a;791a;2021-06-06 07:15:00;2021-06-06 07:16:00;397;28;0
2298;2408a;2416a;2021-06-06 07:16:00;2021-06-06 07:16:00;591;73;0
2299;1833a;1832a;2021-06-06 07:16:00;2021-06-06 07:16:00;596;3;0
2300; ;T27d;2021-06-06 07:11:00;2021-06-06 07:16:00;85;10;0
2301;39a;38a;2021-06-06 07:16:00;2021-06-06 07:16:00;389;4;0
2302;1625d;2233d;2021-06-06 07:16:00;2021-06-06 07:16:00;544;58;0
2303;T9a;T10a;2021-06-06 07:15:00;2021-06-06 07:16:00;122;10;0
2304;1273d;1274a;2021-06-06 07:16:00;2021-06-06 07:16:00;849;42;0
2305; ;T18a;2021-06-06 07:11:00;2021-06-06 07:16:00;49;10;0
2306;T21d;T20d;2021-06-06 07:15:00;2021-06-06 07:16:00;155;10;0
2307; ;T8a;2021-06-06 07:11:00;2021-06-06 07:16:00;99;10;0
2308; ;T19d;2021-06-06 07:11:00;2021-06-06 07:16:00;77;10;0
2309;607a;606a;2021-06-06 07:15:00;2021-06-06 07:16:00;475;79;0
2310;1457a;1456a;2021-06-06 07:16:00;2021-06-06 07:16:00;541;47;0
2311;1019d;1018d;2021-06-06 07:16:00;2021-06-06 07:16:00;217;44;2
2312;1635a;1662d;2021-06-06 07:15:00;2021-06-06 07:16:00;622;67;0
2313;1417a;1416a;2021-06-06 07:16:00;2021-06-06 07:16:00;695;53;0
2314;846a;848a;2021-06-06 07:15:00;2021-06-06 07:16:00;517;31;0
2315;119d;120d;2021-06-06 07:14:00;2021-06-06 07:16:00;874;8;0
2316;T8a;T8d;2021-06-06 07:16:00;2021-06-06 07:16:00;99;10;0
2317;1590d;1590a;2021-06-06 07:16:00;2021-06-06 07:16:00;379;59;0
2318;421a;398a;2021-06-06 07:15:00;2021-06-06 07:16:00;468;21;0
2319;2233d;1623d;2021-06-06 07:16:00;2021-06-06 07:16:00;544;58;0
2320;1431d;1432d;2021-06-06 07:16:00;2021-06-06 07:16:00;283;56;0
2321;T18a;T19a;2021-06-06 07:15:00;2021-06-06 07:16:00;150;10;0
2322; ;T3d;2021-06-06 07:11:00;2021-06-06 07:16:00;96;10;0
2323;1255a;1256a;2021-06-06 07:15:00;2021-06-06 07:16:00;651;14;0
2324;2363d;1471d;2021-06-06 07:16:00;2021-06-06 07:16:00;487;57;0
2325;T9a;T10a;2021-06-06 07:15:00;2021-06-06 07:16:00;121;10;0
2326;1156a;1272a;2021-06-06 07:16:00;2021-06-06 07:17:00;420;39;1
2327;1645a;1644a;2021-06-06 07:16:00;2021-06-06 07:17:00;335;45;0
2328;269a;270a;2021-06-06 07:16:00;2021-06-06 07:17:00;367;84;1
2329;1750a;1749a;2021-06-06 07:16:00;2021-06-06 07:17:00;648;69;0
2330;206a;208d;2021-06-06 07:16:00;2021-06-06 07:17:00;630;12;1
2331;1687d;1688d;2021-06-06 07:15:00;2021-06-06 07:17:00;235;99;0
2332;T18a;T19a;2021-06-06 07:16:00;2021-06-06 07:17:00;149;10;0
2333;606a;605a;2021-06-06 07:16:00;2021-06-06 07:17:00;475;79;0
2334;631a;632a;2021-06-06 07:16:00;2021-06-06 07:17:00;206;92;0
2335;189a;190a;2021-06-06 07:16:00;2021-06-06 07:17:00;352;11;2
2336;545a;544a;2021-06-06 07:16:00;2021-06-06 07:17:00;631;23;0
2337;1009d;1008d;2021-06-06 07:16:00;2021-06-06 07:17:00;699;30;0
2338;T15a;T16a;2021-06-06 07:15:00;2021-06-06 07:17:00;125;10;0
2339;2293a;2312a;2021-06-06 07:16:00;2021-06-06 07:17:00;492;86;0
2340;120d;207a;2021-06-06 07:16:00;2021-06-06 07:17:00;874;8;0
2341;3a;2424a;2021-06-06 07:16:00;2021-06-06 07:17:00;633;15;0
2342;57a;56a;2021-06-06 07:16:00;2021-06-06 07:17:00;402;2;0
2343;1832a;1831a;2021-06-06 07:16:00;2021-06-06 07:17:00;596;3;0
2344;764d;765a;2021-06-06 07:16:00;2021-06-06 07:17:00;504;27;0
2345;848a;849a;2021-06-06 07:16:00;2021-06-06 07:17:00;517;31;0
2346;1274a;1185a;2021-06-06 07:16:00;2021-06-06 07:17:00;849;42;0
2347;2262a;1431a;2021-06-06 07:16:00;2021-06-06 07:17:00;298;52;0
2348;T15a;T16a;2021-06-06 07:16:00;2021-06-06 07:17:00;126;10;0
2349;207d;120a;2021-06-06 07:16:00;2021-06-06 07:17:00;435;9;0
2350;1662d;1661d;2021-06-06 07:16:00;2021-06-06 07:17:00;622;67;0
2351;1272a;2197a;2021-06-06 07:17:00;2021-06-06 07:17:00;420;39;1
2352;1009d;1008d;2021-06-06 07:16:00;2021-06-06 07:17:00;919;38;0
2353; ;T40a;2021-06-06 07:14:00;2021-06-06 07:17:00;164;10;2
2354;398a;397a;2021-06-06 07:16:00;2021-06-06 07:17:00;468;21;0
2355;2265a;1497a;2021-06-06 07:16:00;2021-06-06 07:17:00;520;60;0
2356;343a;2025a;2021-06-06 07:15:00;2021-06-06 07:17:00;550;19;0
2357; ;2100a;2021-05-06 19:32:00;2021-06-06 07:17:00;274;1;0
2358;1018d;1017d;2021-06-06 07:16:00;2021-06-06 07:17:00;217;44;2
2359;1256a;1257a;2021-06-06 07:16:00;2021-06-06 07:17:00;651;14;0
2360;791a;792a;2021-06-06 07:16:00;2021-06-06 07:17:00;397;28;0
2361;1279a;1282a;2021-06-06 07:15:00;2021-06-06 07:17:00;821;43;0
2362;632a;633a;2021-06-06 07:17:00;2021-06-06 07:17:00;206;92;0
2363;270a;273a;2021-06-06 07:17:00;2021-06-06 07:17:00;367;84;1
2364;1831a;1953a;2021-06-06 07:17:00;2021-06-06 07:17:00;596;3;0
2365;25d;94d;2021-06-06 07:16:00;2021-06-06 07:17:00;519;13;1
2366;998d;1261a;2021-06-06 07:15:00;2021-06-06 07:17:00;923;36;1
2367; ;T40a;2021-06-06 07:17:00;2021-06-06 07:17:00;164;10;2
2368;1456a;1455d;2021-06-06 07:16:00;2021-06-06 07:17:00;541;47;0
2369;998d;1261a;2021-06-06 07:16:00;2021-06-06 07:17:00;241;32;0
2370;1749a;2254a;2021-06-06 07:17:00;2021-06-06 07:17:00;648;69;0
2371;1644a;1643a;2021-06-06 07:17:00;2021-06-06 07:17:00;335;45;0
2372;T12d;T11d;2021-06-06 07:15:00;2021-06-06 07:17:00;107;10;0
2373;2416a;2424a;2021-06-06 07:16:00;2021-06-06 07:17:00;591;73;0
2374;38a;37a;2021-06-06 07:16:00;2021-06-06 07:17:00;389;4;0
2375;849a;850a;2021-06-06 07:17:00;2021-06-06 07:17:00;517;31;0
2376;1017d;1016d;2021-06-06 07:17:00;2021-06-06 07:17:00;217;44;2
2377;T5a;T6a;2021-06-06 07:14:00;2021-06-06 07:17:00;143;10;0
2378;T5a;T6a;2021-06-06 07:14:00;2021-06-06 07:17:00;144;10;0
2379;1471d;1476d;2021-06-06 07:16:00;2021-06-06 07:17:00;487;57;0
2380;208d;209d;2021-06-06 07:17:00;2021-06-06 07:17:00;630;12;1
2381;1679a;1678a;2021-06-06 07:16:00;2021-06-06 07:17:00;390;65;0
2382;1679a;1678a;2021-06-06 07:16:00;2021-06-06 07:17:00;419;64;1
2383;792a;793a;2021-06-06 07:17:00;2021-06-06 07:17:00;397;28;0
2384;1278a;1283a;2021-06-06 07:13:00;2021-06-06 07:17:00;595;81;0
2385;606a;605a;2021-06-06 07:16:00;2021-06-06 07:17:00;467;124;0
2386;1515a;2456d;2021-06-06 07:16:00;2021-06-06 07:17:00;485;51;0
2387;T12d;T11d;2021-06-06 07:15:00;2021-06-06 07:17:00;108;10;0
2388;1688d;1689d;2021-06-06 07:17:00;2021-06-06 07:17:00;235;99;0
2389;1416a;1414a;2021-06-06 07:16:00;2021-06-06 07:17:00;695;53;0
2390; ;T6d;2021-06-06 07:09:00;2021-06-06 07:17:00;47;10;0
2391;T27a;T28a;2021-06-06 07:15:00;2021-06-06 07:17:00;145;10;0
2392;850a;851a;2021-06-06 07:17:00;2021-06-06 07:17:00;517;31;0
2393;1008d;979d;2021-06-06 07:17:00;2021-06-06 07:17:00;699;30;0
2394;1623d;1622d;2021-06-06 07:16:00;2021-06-06 07:17:00;544;58;0
2395;T4d;T3d;2021-06-06 07:16:00;2021-06-06 07:17:00;147;10;0
2396;56a;55a;2021-06-06 07:17:00;2021-06-06 07:17:00;402;2;0
2397;1590a;1563a;2021-06-06 07:16:00;2021-06-06 07:17:00;379;59;0
2398;1282a;1283a;2021-06-06 07:17:00;2021-06-06 07:17:00;821;43;0
2399;1008d;1006d;2021-06-06 07:17:00;2021-06-06 07:17:00;919;38;0
2400;1261a;1019a;2021-06-06 07:17:00;2021-06-06 07:17:00;923;36;1
2401;T22a;T24a;2021-06-06 07:15:00;2021-06-06 07:17:00;105;10;0
2402;2025a;2026a;2021-06-06 07:17:00;2021-06-06 07:17:00;550;19;0
2403;1431a;1430a;2021-06-06 07:17:00;2021-06-06 07:17:00;298;52;0
